ID,RawText,Text,Image,Label
8596,where are all my fellow hayleys,neutral,negative,positive
8597,uuughugyghugguyhgu he is perfect,positive,positive,positive
8598,i am both calum and michael,neutral,positive,positive
8599,rt guys come on,neutral,neutral,neutral
8600,the thirst is real,neutral,neutral,neutral
8601,so close to touching those hairs but so far,positive,positive,positive
8604,when even your brother is 5sos af,neutral,neutral,neutral
8606,they do just remember they see you,positive,neutral,positive
8607,calum on stage at 8252015,positive,neutral,positive
8608,rt for my sign i took to rowyso detroit,positive,positive,positive
8609,ashton on stage at 8252015,positive,positive,positive
8611,everyone is got their demons even wide awake or dreaming,positive,neutral,positive
8614,when someone votes with the wrong hashtag and you are about to smack them,positive,positive,positive
8615,we are here,neutral,neutral,neutral
8616,cuties,neutral,neutral,neutral
8617,we are the leaders of the not coming backs but were alright though,positive,positive,positive
8619,when all the guys have been online today,neutral,neutral,neutral
8621,okay 5h may have a catchy song and pretty faces but do they have applebees on their side,neutral,neutral,neutral
8622,when people are salty af about 5sos being in the lead,neutral,neutral,neutral
8623,vote 12 times a day on instagram amp twitter,neutral,neutral,neutral
8624,models or 5sos 1010 will get this wrong,positive,positive,positive
8625,rt for this cutie,neutral,neutral,neutral
8626,he going follow me amp sliiiiide into my dms,neutral,negative,positive
8627,why not,neutral,negative,positive
8628,when you have got bigger hands that no one else understands,negative,neutral,positive
8629,luke your so cute omg just the last part,positive,positive,positive
8630,can we make this happen again,positive,positive,positive
8631,ok true,neutral,negative,positive
8632,never give up,positive,positive,positive
8633,keep it,positive,positive,positive
8634,keep tweeting so we can get this reaction out of michael again,positive,positive,positive
8635,rt for calums smile,neutral,neutral,neutral
8637,guys come on,positive,positive,positive
8640,rt for disrespect from michael clifford,neutral,neutral,neutral
8641,i still can not get over seeing them last night omf punch me in the face,neutral,neutral,neutral
8642,vote for calum,neutral,neutral,neutral
8643,bruh you should vote,positive,neutral,positive
8644,sorry we lost our lead,negative,neutral,positive
8646,vote for 5sos if you love michael,positive,positive,positive
8648,senior pic but whatever,neutral,positive,positive
8649,when you hear jet black heart for the first time and you have no words so you just,neutral,neutral,neutral
8650,who tf is this,neutral,neutral,neutral
8652,take me back,neutral,neutral,neutral
8653,when you realize will never notice you,neutral,neutral,neutral
8655,this is so cute its gross i am dead,neutral,neutral,neutral
8658,rt for luke hemmings,positive,positive,positive
8659,tagged by post the last 5sos picture you saved everyone do it and i will rt all,positive,positive,positive
8662,i could grate cheese on that jawline,positive,positive,positive
8663,bruh,neutral,neutral,neutral
8664,when you misspell a word in something that is meant to be meaning full _,positive,positive,positive
8665,vote for this lil cutie,neutral,neutral,neutral
8666,after math of stubbing your toe,positive,positive,positive
8667,omg guys,neutral,neutral,neutral
8671,you boys have come so far i am proud,positive,neutral,positive
8672,still the best reaction ever,neutral,neutral,neutral
8674,blondes are better,neutral,neutral,neutral
8675,let us fkn put this shit in action,negative,neutral,positive
8676,put that tongue away clifford,neutral,negative,positive
8677,my name is hannah and my dog decided to take a picture with me his name is turnip,positive,positive,positive
8678,he is one badass motherfucker,negative,neutral,positive
8680,i woke up so early for this,neutral,negative,positive
8681,come guys,neutral,neutral,neutral
8682,bringing friends over for dinner tonight their family mom,neutral,neutral,neutral
8683,toronto bound,positive,positive,positive
8684,you see that got him with his pikachu powers,neutral,neutral,neutral
8688,duck face,neutral,neutral,neutral
8689,never getting over this,neutral,positive,positive
8691,guys we are barely winning,negative,neutral,positive
8692,when people claim the 5sosfam is cheating,negative,negative,negative
8694,can you guess who is who i am in the middle of course x2,neutral,neutral,neutral
8695,omg lucas tonights going to be amazing,positive,neutral,positive
8696,yes he has scruff woot there it is i am excited to see him,positive,positive,positive
8699,when i see people not voting but active,negative,positive,positive
8700,were winning babes,positive,positive,positive
8701,guys we are trending good job fam keep it up we will win this,positive,positive,positive
8704,we are kicking but,neutral,negative,positive
8705,voteretweet for fetus calum fixing fetus mikeys fabulous hair,neutral,neutral,neutral
8706,can you guess who is who i am in the middle of course,positive,positive,positive
8708,he is such an angel,positive,positive,positive
8709,aussie rap never dies,negative,negative,negative
8710,vote or else,positive,positive,positive
8711,rock out with your socks out,neutral,neutral,neutral
8713,why does he always look so good,positive,neutral,positive
8714,luke mr perfect beard hemmings,neutral,positive,positive
8716,me right now because i want to see the boys win,positive,positive,positive
8717,relatable,neutral,negative,positive
8720,when it is 3am and you remember you got shit to do in the morning,neutral,negative,positive
8721,snap back izzy and viv gives me life,positive,positive,positive
8722,same,neutral,positive,positive
8723,when people tag worth it vma on a post i cringe and kind of,neutral,negative,positive
8724,his calves will be the death of me,neutral,neutral,neutral
8725,get a room,neutral,positive,positive
8726,um hello put that hand back were it belongs o,neutral,negative,positive
8727,keep voting we should have a bigger lead,positive,positive,positive
8730,mikey looook what my cousin drew iz for you,neutral,positive,positive
8731,we really love you mikey,positive,positive,positive
8732,rt for these losers,neutral,neutral,neutral
8733,when you just slowly go in for the nut grab,neutral,negative,positive
8734,immcrying,neutral,neutral,neutral
8735,rt for lukes back,neutral,neutral,neutral
8736,guys,neutral,positive,positive
8737,michael is a pretty princess,positive,neutral,positive
8739,when calum hood do not want to follow me,neutral,negative,positive
8740,practice safe sex and drink coffee,positive,positive,positive
8744,just keep voting just keep voting,positive,positive,positive
8745,yes yes yes,positive,neutral,positive
8746,the stop sign hand thingy in edmonton is punk rock af so hmu,positive,positive,positive
8747,when realizes how much the are voting,neutral,neutral,neutral
8748,they are waay to close to us keep going,neutral,neutral,neutral
8750,selfie level 100,positive,positive,positive
8751,when he sees how far ahead we are,neutral,positive,positive
8752,when you are disney af but still more punk rock than 5sos,neutral,positive,positive
